Date ;0.08-Yrs ;0.25-Yrs ;0.50-Yrs ;1.00-Yrs ;2.00-Yrs ;3.00-Yrs ;4.00-Yrs ;5.00-Yrs ;6.00-Yrs ;7.00-Yrs ;8.00-Yrs ;9.00-Yrs ;10.00-Yrs ;11.00-Yrs ;12.00-Yrs ;13.00-Yrs ;14.00-Yrs ;15.00-Yrs ;16.00-Yrs ;17.00-Yrs ;18.00-Yrs ;19.00-Yrs ;20.00-Yrs ;21.00-Yrs ;22.00-Yrs ;23.00-Yrs ;24.00-Yrs ;25.00-Yrs ;26.00-Yrs ;27.00-Yrs ;28.00-Yrs ;29.00-Yrs ;30.00-Yrs ;31.00-Yrs ;32.00-Yrs ;33.00-Yrs ;34.00-Yrs ;35.00-Yrs ;36.00-Yrs ;37.00-Yrs ;38.00-Yrs ;39.00-Yrs ;40.00-Yrs ;41.00-Yrs ;42.00-Yrs ;43.00-Yrs ;44.00-Yrs ;45.00-Yrs ;46.00-Yrs ;47.00-Yrs ;48.00-Yrs ;49.00-Yrs ;50.00-Yrs
11/3/2020 ;0.485195 ;0.500027 ;0.523916 ;0.529501 ;0.592592 ;0.675483 ;0.783852 ;0.877385 ;1.007898 ;1.136525 ;1.266902 ;1.349869 ;1.420384 ;1.486715 ;1.536376 ;1.565945 ;1.595513 ;1.625081 ;1.746667 ;1.827778 ;1.887945 ;1.912429 ;1.936914 ;1.961399 ;1.999168 ;2.059838 ;2.100329 ;2.100126 ;2.106065 ;2.122717 ;2.139369 ;2.159189 ;2.184599 ;2.21001 ;2.23542 ;2.26083 ;2.286241 ;2.311651 ;2.337061 ;2.362472 ;2.387882 ;2.413292 ;2.438703 ;2.455998 ;2.458447 ;2.460895 ;2.463344 ;2.465792 ;2.478191 ;2.50236 ;2.514211 ;2.526063 ;2.537914
11/2/2020 ;0.484418 ;0.49931 ;0.525226 ;0.527982 ;0.591641 ;0.67329 ;0.773672 ;0.868243 ;0.994826 ;1.122996 ;1.253558 ;1.343102 ;1.415512 ;1.479701 ;1.524066 ;1.552806 ;1.581546 ;1.610286 ;1.738663 ;1.823022 ;1.885403 ;1.909894 ;1.934386 ;1.958877 ;1.996916 ;2.058585 ;2.09968 ;2.098767 ;2.104425 ;2.121679 ;2.138933 ;2.159089 ;2.18443 ;2.209771 ;2.235112 ;2.260453 ;2.285794 ;2.311135 ;2.336476 ;2.361817 ;2.387157 ;2.412498 ;2.437839 ;2.454442 ;2.454867 ;2.455291 ;2.455716 ;2.45614 ;2.470404 ;2.500872 ;2.513107 ;2.525341 ;2.537575
10/30/2020 ;0.484236 ;0.499393 ;0.527601 ;0.527434 ;0.591348 ;0.674665 ;0.772469 ;0.865838 ;0.992438 ;1.11717 ;1.243524 ;1.336239 ;1.411596 ;1.476796 ;1.519764 ;1.548504 ;1.577244 ;1.605984 ;1.736789 ;1.821685 ;1.884991 ;1.909734 ;1.934476 ;1.959219 ;1.996962 ;2.058207 ;2.099122 ;2.096944 ;2.10194 ;2.120061 ;2.138182 ;2.158828 ;2.184151 ;2.209473 ;2.234796 ;2.260118 ;2.28544 ;2.310763 ;2.336085 ;2.361408 ;2.38673 ;2.412053 ;2.437375 ;2.454235 ;2.454845 ;2.455456 ;2.456067 ;2.456677 ;2.469806 ;2.498845 ;2.51152 ;2.524195 ;2.53687
10/29/2020 ;0.481881 ;0.497736 ;0.526257 ;0.526938 ;0.590945 ;0.675513 ;0.772126 ;0.86766 ;0.990864 ;1.112749 ;1.236634 ;1.334189 ;1.411588 ;1.473885 ;1.509524 ;1.537785 ;1.566046 ;1.594307 ;1.731721 ;1.815503 ;1.878845 ;1.905239 ;1.931633 ;1.958027 ;1.996672 ;2.057728 ;2.099292 ;2.099013 ;2.104752 ;2.121637 ;2.138521 ;2.158369 ;2.183768 ;2.209168 ;2.234567 ;2.259967 ;2.285366 ;2.310766 ;2.336166 ;2.361565 ;2.386965 ;2.412364 ;2.437764 ;2.454721 ;2.45527 ;2.455819 ;2.456368 ;2.456917 ;2.469266 ;2.49725 ;2.510317 ;2.523384 ;2.536451
10/28/2020 ;0.479 ;0.497206 ;0.526627 ;0.528613 ;0.58577 ;0.672443 ;0.764869 ;0.855678 ;0.982778 ;1.104993 ;1.228331 ;1.326594 ;1.408107 ;1.47337 ;1.507613 ;1.532289 ;1.556964 ;1.581639 ;1.729039 ;1.808574 ;1.86932 ;1.895691 ;1.922062 ;1.948433 ;1.988273 ;2.053055 ;2.097819 ;2.099066 ;2.10543 ;2.121381 ;2.137333 ;2.156568 ;2.182031 ;2.207494 ;2.232957 ;2.25842 ;2.283884 ;2.309347 ;2.33481 ;2.360273 ;2.385736 ;2.411199 ;2.436663 ;2.45367 ;2.454042 ;2.454414 ;2.454785 ;2.455157 ;2.465447 ;2.490285 ;2.50475 ;2.519215 ;2.53368
10/27/2020 ;0.478863 ;0.496902 ;0.525875 ;0.528249 ;0.588086 ;0.675171 ;0.76595 ;0.860975 ;0.981053 ;1.104452 ;1.230575 ;1.32677 ;1.409824 ;1.476103 ;1.510285 ;1.537959 ;1.565633 ;1.593307 ;1.736085 ;1.829406 ;1.902362 ;1.937614 ;1.972866 ;2.008117 ;2.043369 ;2.078621 ;2.103345 ;2.10489 ;2.110972 ;2.125658 ;2.140343 ;2.158724 ;2.184199 ;2.209673 ;2.235148 ;2.260623 ;2.286097 ;2.311572 ;2.337046 ;2.362521 ;2.387996 ;2.41347 ;2.438945 ;2.456087 ;2.456634 ;2.457181 ;2.457727 ;2.458274 ;2.470351 ;2.498207 ;2.510993 ;2.523779 ;2.536566
10/26/2020 ;0.478851 ;0.496639 ;0.524094 ;0.527713 ;0.584171 ;0.672894 ;0.765829 ;0.862425 ;0.981388 ;1.101466 ;1.223743 ;1.325477 ;1.412253 ;1.480295 ;1.513267 ;1.539526 ;1.565785 ;1.592043 ;1.737089 ;1.828638 ;1.900621 ;1.935935 ;1.97125 ;2.006565 ;2.041879 ;2.077194 ;2.101997 ;2.103358 ;2.10947 ;2.124705 ;2.139941 ;2.158608 ;2.183946 ;2.209284 ;2.234623 ;2.259961 ;2.285299 ;2.310637 ;2.335975 ;2.361313 ;2.386652 ;2.41199 ;2.437328 ;2.454353 ;2.454614 ;2.454875 ;2.455136 ;2.455397 ;2.467782 ;2.496869 ;2.509516 ;2.522163 ;2.534811
10/22/2020 ;0.478176 ;0.495339 ;0.514962 ;0.525682 ;0.583892 ;0.672177 ;0.770864 ;0.869613 ;0.983269 ;1.100254 ;1.21972 ;1.317362 ;1.407887 ;1.480931 ;1.515608 ;1.540247 ;1.564885 ;1.589524 ;1.737984 ;1.832568 ;1.906824 ;1.941088 ;1.975353 ;2.009617 ;2.043881 ;2.078145 ;2.102495 ;2.103561 ;2.109322 ;2.12455 ;2.139778 ;2.158334 ;2.183683 ;2.209032 ;2.234381 ;2.25973 ;2.285079 ;2.310428 ;2.335777 ;2.361126 ;2.386475 ;2.411824 ;2.437174 ;2.454445 ;2.454594 ;2.454744 ;2.454893 ;2.455043 ;2.467693 ;2.498505 ;2.510698 ;2.522891 ;2.535085
10/21/2020 ;0.478547 ;0.495397 ;0.514768 ;0.525635 ;0.588888 ;0.677947 ;0.785401 ;0.888783 ;1.00415 ;1.120793 ;1.240629 ;1.330212 ;1.413991 ;1.483029 ;1.517701 ;1.542304 ;1.566908 ;1.591511 ;1.742914 ;1.841386 ;1.917885 ;1.950617 ;1.98335 ;2.016082 ;2.048814 ;2.081546 ;2.104573 ;2.104505 ;2.109446 ;2.124612 ;2.139778 ;2.158269 ;2.183633 ;2.208997 ;2.23436 ;2.259724 ;2.285088 ;2.310451 ;2.335815 ;2.361179 ;2.386542 ;2.411906 ;2.43727 ;2.454683 ;2.455028 ;2.455374 ;2.45572 ;2.456065 ;2.4689 ;2.500037 ;2.511936 ;2.523836 ;2.535735
10/20/2020 ;0.478844 ;0.494787 ;0.513901 ;0.525209 ;0.588368 ;0.679936 ;0.785097 ;0.893533 ;1.013345 ;1.126047 ;1.240612 ;1.335114 ;1.416545 ;1.479704 ;1.509774 ;1.541069 ;1.572364 ;1.603659 ;1.737454 ;1.838704 ;1.917299 ;1.950209 ;1.98312 ;2.01603 ;2.048941 ;2.081851 ;2.105024 ;2.104719 ;2.109452 ;2.124601 ;2.139749 ;2.158212 ;2.183613 ;2.209014 ;2.234415 ;2.259816 ;2.285217 ;2.310618 ;2.33602 ;2.361421 ;2.386822 ;2.412223 ;2.437624 ;2.455134 ;2.45549 ;2.455846 ;2.456202 ;2.456558 ;2.468808 ;2.498972 ;2.510923 ;2.522874 ;2.534825
10/19/2020 ;0.478647 ;0.495015 ;0.513096 ;0.524887 ;0.587693 ;0.680878 ;0.784703 ;0.894806 ;1.011397 ;1.124206 ;1.239603 ;1.334773 ;1.414212 ;1.474027 ;1.500882 ;1.533903 ;1.566925 ;1.599946 ;1.738 ;1.840253 ;1.91962 ;1.952261 ;1.984901 ;2.017542 ;2.050182 ;2.082823 ;2.106028 ;2.106179 ;2.110988 ;2.125548 ;2.140108 ;2.158157 ;2.183604 ;2.209051 ;2.234497 ;2.259944 ;2.285391 ;2.310838 ;2.336284 ;2.361731 ;2.387178 ;2.412625 ;2.438072 ;2.455696 ;2.456099 ;2.456502 ;2.456905 ;2.457308 ;2.468566 ;2.496939 ;2.509496 ;2.522054 ;2.534611
10/16/2020 ;0.479406 ;0.495683 ;0.513613 ;0.525577 ;0.58484 ;0.6763 ;0.778698 ;0.885075 ;0.999662 ;1.112376 ;1.228051 ;1.319804 ;1.400977 ;1.464113 ;1.492681 ;1.525051 ;1.557421 ;1.589791 ;1.726455 ;1.826316 ;1.905275 ;1.939928 ;1.974581 ;2.009234 ;2.043888 ;2.078541 ;2.103535 ;2.103961 ;2.109014 ;2.124127 ;2.13924 ;2.157525 ;2.182793 ;2.20806 ;2.233328 ;2.258596 ;2.283864 ;2.309131 ;2.334399 ;2.359667 ;2.384935 ;2.410202 ;2.43547 ;2.453149 ;2.453463 ;2.453776 ;2.45409 ;2.454403 ;2.462788 ;2.486093 ;2.500612 ;2.515132 ;2.529651
10/15/2020 ;0.480236 ;0.496106 ;0.51386 ;0.526103 ;0.585665 ;0.677038 ;0.77879 ;0.886575 ;1.002147 ;1.112778 ;1.225956 ;1.320084 ;1.399936 ;1.460317 ;1.486309 ;1.519715 ;1.553121 ;1.586527 ;1.727932 ;1.829493 ;1.909561 ;1.943492 ;1.977424 ;2.011355 ;2.045286 ;2.079218 ;2.103563 ;2.103192 ;2.107743 ;2.123132 ;2.138521 ;2.156968 ;2.182233 ;2.207499 ;2.232765 ;2.25803 ;2.283296 ;2.308561 ;2.333827 ;2.359092 ;2.384358 ;2.409623 ;2.434889 ;2.452634 ;2.452946 ;2.453257 ;2.453568 ;2.45388 ;2.462438 ;2.486318 ;2.50069 ;2.515062 ;2.529435
10/14/2020 ;0.481351 ;0.49589 ;0.513358 ;0.526366 ;0.586615 ;0.677128 ;0.776837 ;0.881935 ;0.993832 ;1.103036 ;1.215027 ;1.312645 ;1.394506 ;1.4564 ;1.48247 ;1.51335 ;1.54423 ;1.575109 ;1.725565 ;1.827113 ;1.907372 ;1.94135 ;1.975328 ;2.009306 ;2.043284 ;2.077262 ;2.102061 ;2.102868 ;2.107847 ;2.12213 ;2.136414 ;2.154119 ;2.179556 ;2.204994 ;2.230431 ;2.255868 ;2.281305 ;2.306742 ;2.332179 ;2.357616 ;2.383053 ;2.40849 ;2.433927 ;2.451858 ;2.45216 ;2.452462 ;2.452764 ;2.453066 ;2.461319 ;2.484582 ;2.498543 ;2.512504 ;2.526465
10/12/2020 ;0.47924 ;0.490539 ;0.51021 ;0.523812 ;0.586278 ;0.678037 ;0.780074 ;0.88743 ;1.001032 ;1.110046 ;1.221699 ;1.325452 ;1.403828 ;1.46211 ;1.488836 ;1.519583 ;1.55033 ;1.581076 ;1.730225 ;1.83296 ;1.91417 ;1.947378 ;1.980586 ;2.013794 ;2.047002 ;2.08021 ;2.104569 ;2.105151 ;2.10981 ;2.123797 ;2.137783 ;2.155218 ;2.180648 ;2.206077 ;2.231506 ;2.256935 ;2.282364 ;2.307794 ;2.333223 ;2.358652 ;2.384081 ;2.40951 ;2.43494 ;2.453007 ;2.453326 ;2.453644 ;2.453962 ;2.454281 ;2.462509 ; ; ; ;
10/9/2020 ;0.478735 ;0.489724 ;0.509291 ;0.522897 ;0.585501 ;0.676878 ;0.77864 ;0.87641 ;0.99024 ;1.102033 ;1.215905 ;1.317634 ;1.395553 ;1.455154 ;1.484206 ;1.514863 ;1.545519 ;1.576175 ;1.728668 ;1.831168 ;1.912812 ;1.946106 ;1.9794 ;2.012695 ;2.045989 ;2.079283 ;2.103979 ;2.104583 ;2.109243 ;2.123559 ;2.137874 ;2.155429 ;2.180794 ;2.20616 ;2.231525 ;2.256891 ;2.282256 ;2.307622 ;2.332987 ;2.358353 ;2.383718 ;2.409084 ;2.434449 ;2.452682 ;2.453015 ;2.453348 ;2.453681 ;2.454014 ;2.461591 ; ; ; ;
10/8/2020 ;0.477419 ;0.487511 ;0.506611 ;0.520728 ;0.584381 ;0.67482 ;0.776184 ;0.876454 ;0.989722 ;1.100942 ;1.214537 ;1.315509 ;1.395877 ;1.455491 ;1.478959 ;1.510181 ;1.541403 ;1.572624 ;1.728103 ;1.829016 ;1.909877 ;1.943643 ;1.977408 ;2.011173 ;2.044938 ;2.078703 ;2.103863 ;2.104569 ;2.109057 ;2.122667 ;2.136276 ;2.153339 ;2.178838 ;2.204337 ;2.229835 ;2.255334 ;2.280833 ;2.306332 ;2.331831 ;2.35733 ;2.382829 ;2.408328 ;2.433827 ;2.452214 ;2.452513 ;2.452811 ;2.45311 ;2.453408 ;2.460339 ; ; ; ;
10/7/2020 ;0.476918 ;0.48681 ;0.504797 ;0.518693 ;0.585696 ;0.675352 ;0.772999 ;0.878006 ;0.993225 ;1.101642 ;1.211651 ;1.318212 ;1.397506 ;1.455298 ;1.479903 ;1.511677 ;1.543451 ;1.575225 ;1.727696 ;1.828807 ;1.910045 ;1.943992 ;1.977939 ;2.011886 ;2.045833 ;2.07978 ;2.105082 ;2.105461 ;2.109782 ;2.123735 ;2.137688 ;2.154955 ;2.180428 ;2.205901 ;2.231374 ;2.256847 ;2.28232 ;2.307793 ;2.333266 ;2.358739 ;2.384212 ;2.409685 ;2.435157 ;2.45358 ;2.453824 ;2.454068 ;2.454311 ;2.454555 ;2.460857 ; ; ; ;
10/6/2020 ;0.476177 ;0.486336 ;0.504313 ;0.517196 ;0.58728 ;0.672027 ;0.774206 ;0.873471 ;0.987338 ;1.097162 ;1.207608 ;1.313934 ;1.393966 ;1.453635 ;1.480621 ;1.511277 ;1.541934 ;1.57259 ;1.729234 ;1.828956 ;1.909431 ;1.943495 ;1.97756 ;2.011625 ;2.04569 ;2.079755 ;2.105195 ;2.105411 ;2.109692 ;2.124037 ;2.138383 ;2.155886 ;2.181317 ;2.206747 ;2.232177 ;2.257607 ;2.283037 ;2.308468 ;2.333898 ;2.359328 ;2.384758 ;2.410188 ;2.435619 ;2.454039 ;2.454136 ;2.454233 ;2.454331 ;2.454428 ;2.461791 ; ; ; ;
10/5/2020 ;0.473621 ;0.484478 ;0.502407 ;0.51223 ;0.587143 ;0.672667 ;0.771845 ;0.873653 ;0.981812 ;1.092434 ;1.20609 ;1.307131 ;1.389746 ;1.452651 ;1.477795 ;1.506535 ;1.535276 ;1.564016 ;1.725029 ;1.823541 ;1.903629 ;1.938697 ;1.973766 ;2.008834 ;2.043903 ;2.078971 ;2.105186 ;2.105126 ;2.109228 ;2.123775 ;2.138323 ;2.155965 ;2.181477 ;2.20699 ;2.232502 ;2.258014 ;2.283527 ;2.309039 ;2.334551 ;2.360064 ;2.385576 ;2.411088 ;2.436601 ;2.455024 ;2.454662 ;2.4543 ;2.453938 ;2.453576 ;2.46044 ; ; ; ;
10/2/2020 ;0.47391 ;0.484895 ;0.5026 ;0.513587 ;0.586524 ;0.669385 ;0.7675 ;0.866165 ;0.979019 ;1.084554 ;1.190659 ;1.296769 ;1.383512 ;1.448943 ;1.473642 ;1.500165 ;1.526688 ;1.55321 ;1.72341 ;1.814244 ;1.889928 ;1.927077 ;1.964226 ;2.001375 ;2.038524 ;2.075673 ;2.104009 ;2.105016 ;2.109721 ;2.124089 ;2.138457 ;2.155768 ;2.180878 ;2.205988 ;2.231098 ;2.256208 ;2.281318 ;2.306429 ;2.331539 ;2.356649 ;2.381759 ;2.406869 ;2.431979 ;2.450302 ;2.449872 ;2.449443 ;2.449014 ;2.448584 ;2.45583 ; ; ; ;
10/1/2020 ;0.474645 ;0.486208 ;0.503402 ;0.514143 ;0.584572 ;0.671803 ;0.776542 ;0.879237 ;0.997514 ;1.10583 ;1.214986 ;1.315879 ;1.398306 ;1.460876 ;1.484001 ;1.509335 ;1.534669 ;1.560003 ;1.740107 ;1.831941 ;1.907773 ;1.942346 ;1.976918 ;2.011491 ;2.046064 ;2.080637 ;2.107468 ;2.109927 ;2.115206 ;2.127956 ;2.140706 ;2.156813 ;2.181941 ;2.20707 ;2.232198 ;2.257326 ;2.282455 ;2.307583 ;2.332711 ;2.35784 ;2.382968 ;2.408097 ;2.433225 ;2.451814 ;2.452078 ;2.452342 ;2.452606 ;2.45287 ;2.460713 ; ; ; ;
9/30/2020 ;0.473998 ;0.4845 ;0.502603 ;0.513547 ;0.577779 ;0.669078 ;0.775008 ;0.8752 ;0.990396 ;1.096764 ;1.204658 ;1.307277 ;1.393066 ;1.458811 ;1.48267 ;1.505982 ;1.529293 ;1.552605 ;1.723377 ;1.819905 ;1.899628 ;1.935424 ;1.97122 ;2.007017 ;2.042813 ;2.078609 ;2.10703 ;2.111882 ;2.118539 ;2.130047 ;2.141556 ;2.156743 ;2.181952 ;2.207162 ;2.232372 ;2.257582 ;2.282792 ;2.308002 ;2.333211 ;2.358421 ;2.383631 ;2.408841 ;2.434051 ;2.452745 ;2.452922 ;2.453099 ;2.453276 ;2.453453 ;2.460916 ; ; ; ;
9/29/2020 ;0.474236 ;0.484629 ;0.502612 ;0.513661 ;0.578238 ;0.66942 ;0.771335 ;0.868297 ;0.983737 ;1.093551 ;1.2034 ;1.307056 ;1.394113 ;1.459406 ;1.479436 ;1.504878 ;1.530321 ;1.555763 ;1.724475 ;1.818765 ;1.897174 ;1.933499 ;1.969824 ;2.006149 ;2.042474 ;2.078799 ;2.108535 ;2.116897 ;2.125405 ;2.134315 ;2.143224 ;2.156494 ;2.181811 ;2.207128 ;2.232445 ;2.257762 ;2.28308 ;2.308397 ;2.333714 ;2.359031 ;2.384349 ;2.409666 ;2.434983 ;2.453702 ;2.453399 ;2.453096 ;2.452792 ;2.452489 ;2.458791 ; ; ; ;
9/28/2020 ;0.474219 ;0.48412 ;0.502066 ;0.51309 ;0.577276 ;0.665796 ;0.761232 ;0.861757 ;0.9742 ;1.0854 ;1.197728 ;1.303369 ;1.39027 ;1.454583 ;1.47286 ;1.497788 ;1.522716 ;1.547644 ;1.721178 ;1.807451 ;1.880837 ;1.919596 ;1.958355 ;1.997115 ;2.035874 ;2.074633 ;2.107031 ;2.118478 ;2.12883 ;2.136159 ;2.143488 ;2.155528 ;2.180772 ;2.206016 ;2.231259 ;2.256503 ;2.281747 ;2.30699 ;2.332234 ;2.357478 ;2.382722 ;2.407965 ;2.433209 ;2.451937 ;2.451607 ;2.451277 ;2.450947 ;2.450617 ;2.455895 ; ; ; ;
9/25/2020 ;0.474268 ;0.484457 ;0.502235 ;0.51314 ;0.57747 ;0.664963 ;0.761176 ;0.864446 ;0.974032 ;1.083614 ;1.19559 ;1.300936 ;1.388636 ;1.454698 ;1.474325 ;1.498842 ;1.52336 ;1.547878 ;1.722411 ;1.807622 ;1.880524 ;1.918942 ;1.957359 ;1.995776 ;2.034193 ;2.07261 ;2.104775 ;2.11536 ;2.125308 ;2.133417 ;2.141525 ;2.154024 ;2.179363 ;2.204702 ;2.230041 ;2.25538 ;2.280719 ;2.306058 ;2.331396 ;2.356735 ;2.382074 ;2.407413 ;2.432752 ;2.451773 ;2.451487 ;2.451202 ;2.450916 ;2.450631 ;2.456181 ; ; ; ;
9/24/2020 ;0.474711 ;0.485699 ;0.50272 ;0.513588 ;0.574297 ;0.671226 ;0.763818 ;0.863088 ;0.972497 ;1.083063 ;1.195686 ;1.303686 ;1.391318 ;1.458566 ;1.48386 ;1.509087 ;1.534315 ;1.559542 ;1.72689 ;1.811705 ;1.884366 ;1.922484 ;1.960602 ;1.99872 ;2.036838 ;2.074956 ;2.106782 ;2.116545 ;2.125778 ;2.13346 ;2.141142 ;2.153315 ;2.178817 ;2.20432 ;2.229822 ;2.255324 ;2.280827 ;2.306329 ;2.331831 ;2.357333 ;2.382836 ;2.408338 ;2.43384 ;2.453057 ;2.452778 ;2.4525 ;2.452222 ;2.451944 ;2.458455 ; ; ; ;
9/23/2020 ;0.474586 ;0.484843 ;0.502464 ;0.513541 ;0.563334 ;0.652037 ;0.756213 ;0.861076 ;0.969155 ;1.07604 ;1.184963 ;1.28977 ;1.387216 ;1.464051 ;1.48692 ;1.512211 ;1.537501 ;1.562791 ;1.726511 ;1.816511 ;1.89281 ;1.929609 ;1.966407 ;2.003206 ;2.040004 ;2.076803 ;2.107777 ;2.118004 ;2.127567 ;2.135159 ;2.142751 ;2.154796 ;2.180251 ;2.205706 ;2.231161 ;2.256616 ;2.282071 ;2.307526 ;2.332981 ;2.358436 ;2.383891 ;2.409346 ;2.434801 ;2.454046 ;2.453742 ;2.453438 ;2.453134 ;2.45283 ;2.46085 ; ; ; ;
9/22/2020 ;0.474072 ;0.485367 ;0.502186 ;0.513336 ;0.560738 ;0.649353 ;0.755431 ;0.863007 ;0.973161 ;1.082136 ;1.193218 ;1.298842 ;1.393829 ;1.469025 ;1.493458 ;1.516508 ;1.539558 ;1.562608 ;1.734904 ;1.820543 ;1.893666 ;1.930183 ;1.966701 ;2.003218 ;2.039735 ;2.076253 ;2.107125 ;2.11756 ;2.127274 ;2.13482 ;2.142366 ;2.154333 ;2.179811 ;2.205288 ;2.230765 ;2.256243 ;2.28172 ;2.307197 ;2.332675 ;2.358152 ;2.38363 ;2.409107 ;2.434584 ;2.453925 ;2.453657 ;2.453388 ;2.45312 ;2.452851 ;2.46108 ; ; ; ;
9/21/2020 ;0.47184 ;0.483281 ;0.499658 ;0.512269 ;0.560879 ;0.647405 ;0.758921 ;0.865014 ;0.973862 ;1.077354 ;1.18221 ;1.276253 ;1.378491 ;1.464317 ;1.489023 ;1.512536 ;1.536049 ;1.559562 ;1.724193 ;1.802206 ;1.870615 ;1.910526 ;1.950436 ;1.990347 ;2.030257 ;2.070168 ;2.103925 ;2.115043 ;2.125311 ;2.132984 ;2.140658 ;2.152682 ;2.178202 ;2.203721 ;2.22924 ;2.25476 ;2.280279 ;2.305798 ;2.331318 ;2.356837 ;2.382356 ;2.407875 ;2.433395 ;2.452838 ;2.45257 ;2.452301 ;2.452033 ;2.451764 ;2.460775 ; ; ; ;
9/18/2020 ;0.472093 ;0.483699 ;0.499913 ;0.512454 ;0.559388 ;0.646121 ;0.762601 ;0.869106 ;0.981404 ;1.087908 ;1.194651 ;1.291447 ;1.390749 ;1.474563 ;1.502074 ;1.524978 ;1.547881 ;1.570785 ;1.731395 ;1.816014 ;1.888962 ;1.925718 ;1.962474 ;1.99923 ;2.035986 ;2.072742 ;2.104393 ;2.116309 ;2.127146 ;2.134534 ;2.141922 ;2.153564 ;2.179009 ;2.204453 ;2.229897 ;2.255342 ;2.280786 ;2.306231 ;2.331675 ;2.35712 ;2.382564 ;2.408009 ;2.433453 ;2.453062 ;2.452845 ;2.452628 ;2.45241 ;2.452193 ;2.460919 ; ; ; ;
9/17/2020 ;0.47311 ;0.484964 ;0.500944 ;0.513165 ;0.557735 ;0.645044 ;0.760708 ;0.876131 ;0.982636 ;1.088698 ;1.197135 ;1.300288 ;1.396721 ;1.475663 ;1.503979 ;1.53192 ;1.559862 ;1.587804 ;1.741408 ;1.825494 ;1.89786 ;1.933332 ;1.968805 ;2.004278 ;2.039751 ;2.075224 ;2.106023 ;2.118445 ;2.129496 ;2.136099 ;2.142703 ;2.153708 ;2.17921 ;2.204712 ;2.230214 ;2.255716 ;2.281218 ;2.306721 ;2.332223 ;2.357725 ;2.383227 ;2.408729 ;2.434231 ;2.454014 ;2.454057 ;2.454101 ;2.454144 ;2.454188 ;2.462159 ; ; ; ;
9/16/2020 ;0.472207 ;0.483745 ;0.499486 ;0.51173 ;0.552238 ;0.631813 ;0.746489 ;0.858976 ;0.958501 ;1.061466 ;1.169273 ;1.273484 ;1.371533 ;1.451903 ;1.480564 ;1.509645 ;1.538725 ;1.567806 ;1.726438 ;1.803722 ;1.871978 ;1.911386 ;1.950793 ;1.990201 ;2.029609 ;2.069016 ;2.102687 ;2.113411 ;2.123444 ;2.131197 ;2.138951 ;2.150825 ;2.176484 ;2.202143 ;2.227802 ;2.25346 ;2.279119 ;2.304778 ;2.330437 ;2.356096 ;2.381754 ;2.407413 ;2.433072 ;2.453079 ;2.453271 ;2.453463 ;2.453654 ;2.453846 ;2.46186 ; ; ; ;
9/15/2020 ;0.471827 ;0.483373 ;0.497726 ;0.509116 ;0.54979 ;0.626994 ;0.745409 ;0.854167 ;0.95558 ;1.059918 ;1.167307 ;1.272122 ;1.369394 ;1.449859 ;1.481817 ;1.510749 ;1.539681 ;1.568613 ;1.71898 ;1.799536 ;1.870466 ;1.910171 ;1.949876 ;1.989581 ;2.029286 ;2.068991 ;2.102863 ;2.112996 ;2.122311 ;2.128894 ;2.135477 ;2.14652 ;2.172712 ;2.198905 ;2.225097 ;2.25129 ;2.277482 ;2.303675 ;2.329867 ;2.35606 ;2.382252 ;2.408445 ;2.434637 ;2.455215 ;2.455789 ;2.456363 ;2.456937 ;2.457511 ;2.465625 ; ; ; ;
9/14/2020 ;0.47194 ;0.483522 ;0.497127 ;0.509144 ;0.544902 ;0.622327 ;0.746841 ;0.85198 ;0.951124 ;1.063216 ;1.181532 ;1.283167 ;1.377621 ;1.458657 ;1.494213 ;1.522183 ;1.550153 ;1.578123 ;1.72769 ;1.817968 ;1.895574 ;1.931437 ;1.9673 ;2.003163 ;2.039026 ;2.074889 ;2.106069 ;2.117854 ;2.128167 ;2.133479 ;2.138792 ;2.148802 ;2.175024 ;2.201247 ;2.22747 ;2.253693 ;2.279916 ;2.306138 ;2.332361 ;2.358584 ;2.384807 ;2.41103 ;2.437252 ;2.457923 ;2.458493 ;2.459063 ;2.459633 ;2.460203 ;2.46864 ; ; ; ;
9/11/2020 ;0.470274 ;0.482016 ;0.49713 ;0.5076 ;0.543509 ;0.622003 ;0.749806 ;0.862734 ;0.960953 ;1.075748 ;1.197525 ;1.310315 ;1.402873 ;1.47655 ;1.506573 ;1.538564 ;1.570555 ;1.602546 ;1.762437 ;1.850562 ;1.926073 ;1.958052 ;1.99003 ;2.022009 ;2.053988 ;2.085966 ;2.114218 ;2.12619 ;2.13664 ;2.141669 ;2.146698 ;2.156219 ;2.181997 ;2.207776 ;2.233555 ;2.259334 ;2.285112 ;2.310891 ;2.33667 ;2.362449 ;2.388227 ;2.414006 ;2.439785 ;2.460307 ;2.460839 ;2.461371 ;2.461903 ;2.462435 ;2.470763 ; ; ; ;
