Date;Based On;Group;Averaged Spread (bp);Averaged Spread (bp);Averaged Spread (bp);Standard Deviation (bp);Standard Deviation (bp);Standard Deviation (bp);Averaged Maturity;Averaged Maturity;Averaged Maturity
Date;Based On;Group;<= 3 Yrs.;3 - 5 Yrs.;> 5 Yrs.;<= 3 Yrs.;3 - 5 Yrs.;> 5 Yrs.;<= 3 Yrs.;3 - 5 Yrs.;> 5 Yrs.
2023-09-11;Maturity;AA;59.002542;80.276870;103.986966;20.895089;16.414552;21.779251;1.704487;3.768721;7.387475
2023-09-11;Maturity;AA-;58.649219;101.348880;134.818067;22.799421;32.508536;12.752469;1.536664;3.914840;7.631748
2023-09-11;Maturity;A+;80.957125;110.645082;142.098793;34.096295;24.619107;17.749827;1.519523;4.025342;8.390063
2023-09-11;Maturity;A;75.297050;121.187738;140.800576;27.435638;18.887711;21.306099;1.541342;3.783206;7.480060
2023-09-11;Maturity;A-;96.934340;142.151078;157.727584;30.793342;29.100116;22.695691;1.604361;4.035780;7.549236
2023-09-11;Maturity;BBB+;184.829132;240.156517;294.198284;33.829449;22.069307;-;1.832093;3.699543;6.413698
2023-09-11;Maturity;BBB;253.083634;234.619465;-;31.483516;0.044143;-;1.844901;3.398630;-
2023-09-11;Maturity;BBB-;327.573659;321.466676;-;45.070154;-;-;1.982067;3.189041;-
2023-09-11;Duration;AAA;47.341880;69.784669;96.261456;19.708615;25.557594;35.798644;1.590258;4.142216;9.552815
2023-09-11;Duration;AA+;55.311545;79.667902;98.206936;16.875519;15.098073;16.970295;1.620369;4.107240;8.898791
2023-09-11;Duration;AA;59.337905;81.798781;111.927928;20.587305;14.464037;18.630638;1.751232;4.142661;7.958655
2023-09-11;Duration;AA-;61.273274;112.050429;137.685459;22.288986;31.854850;13.524533;1.742044;4.300996;8.098630
2023-09-11;Duration;A+;82.474536;115.972083;145.036486;34.796362;23.020665;17.920142;1.604097;4.309795;8.698227
2023-09-11;Duration;A;78.125239;125.980401;146.384372;28.089982;18.643537;22.031910;1.656570;4.246849;8.080626
2023-09-11;Duration;A-;98.753912;146.332918;163.446128;31.734134;29.659825;22.239154;1.661731;4.400955;8.080086
2023-09-11;Duration;BBB+;187.797199;243.545733;296.619486;35.149815;22.879271;-;1.902332;3.813150;6.413698
2023-09-11;Duration;BBB;252.977727;238.076893;-;30.896156;-;-;1.912617;3.665753;-
2023-09-11;Duration;BBB-;327.798689;-;-;43.267560;-;-;2.082648;-;-
2023-09-08;Maturity;AAA;47.475282;67.920971;95.075961;20.254897;24.714138;33.374613;1.573265;3.915317;9.179726
2023-09-08;Maturity;AA+;54.683795;77.007385;98.685554;17.086342;14.241262;16.958866;1.558530;3.997260;8.907010
2023-09-08;Maturity;AA;59.029082;80.212971;103.833607;20.889223;16.458304;21.614450;1.712706;3.776940;7.395694
2023-09-08;Maturity;AA-;58.747879;101.251699;134.907471;22.818864;32.488840;12.716248;1.544883;3.923059;7.639967
2023-09-08;Maturity;A+;81.333109;111.181209;141.820362;34.279745;24.374007;18.359916;1.527742;4.014504;8.353640
2023-09-08;Maturity;A;75.180460;121.186469;141.658077;27.680387;18.919809;21.003413;1.549561;3.791425;7.488280
2023-09-08;Maturity;A-;96.617319;139.979697;157.675558;30.756197;30.966321;22.627320;1.601369;4.006264;7.514877
2023-09-08;Maturity;BBB+;187.391990;240.348020;294.356229;34.509564;21.906864;-;1.840313;3.707762;6.421917
2023-09-08;Maturity;BBB;253.114946;234.640192;-;31.368465;0.075593;-;1.853120;3.406849;-
2023-09-08;Maturity;BBB-;327.684476;321.463725;-;45.029463;-;-;1.990286;3.197260;-
2023-09-08;Duration;AAA;48.087048;69.978863;96.017365;20.423067;25.767709;35.854196;1.598477;4.150435;9.561034
2023-09-08;Duration;AA+;55.365119;79.398175;99.035883;16.858369;15.013309;16.633288;1.628588;4.115459;8.907010
2023-09-08;Duration;AA;59.359521;81.701725;111.605544;20.570349;14.588388;18.340917;1.759452;4.150880;7.966874
2023-09-08;Duration;AA-;60.727795;110.606789;137.641374;22.277449;31.762398;13.561813;1.713266;4.259082;8.106849
2023-09-08;Duration;A+;82.824772;116.069046;144.919243;35.096986;23.429804;17.774401;1.598361;4.296854;8.706446
2023-09-08;Duration;A;78.035004;126.021313;147.197542;28.269191;18.626338;21.462552;1.664789;4.255068;8.088845
2023-09-08;Duration;A-;98.742612;144.227496;163.270695;31.734343;31.721640;21.920657;1.669951;4.387087;8.038806
2023-09-08;Duration;BBB+;190.263565;243.425792;297.105851;35.638633;22.810919;-;1.910551;3.821369;6.421917
2023-09-08;Duration;BBB;253.005057;237.933277;-;30.870078;-;-;1.920836;3.673972;-
2023-09-08;Duration;BBB-;327.845820;-;-;43.201804;-;-;2.090867;-;-
2023-09-07;Maturity;AAA;47.499692;67.927414;95.099986;20.243588;24.714754;33.341619;1.576005;3.918057;9.182465
2023-09-07;Maturity;AA+;55.198634;77.009830;98.621486;16.626653;14.249057;17.018815;1.561270;3.999999;8.909750
2023-09-07;Maturity;AA;59.044644;80.214131;103.847333;20.889036;16.439572;21.633035;1.715446;3.779680;7.398434
2023-09-07;Maturity;AA-;58.764538;102.141333;134.973278;22.819448;31.942285;12.698933;1.547622;3.925799;7.642707
2023-09-07;Maturity;A+;83.110258;111.979787;141.887141;36.314367;25.991276;19.109433;1.515990;4.017244;8.374356
2023-09-07;Maturity;A;75.803515;120.971065;141.626828;27.091927;18.643572;21.080699;1.537650;3.779775;7.491019
2023-09-07;Maturity;A-;96.529256;139.974840;157.583978;30.925562;30.961800;22.608632;1.604109;4.009003;7.517617
2023-09-07;Maturity;BBB+;187.410554;240.344257;294.154431;34.489695;21.908693;-;1.843052;3.710502;6.424657
2023-09-07;Maturity;BBB;253.123969;234.643582;-;31.345852;0.042188;-;1.855859;3.409589;-
2023-09-07;Maturity;BBB-;327.680494;321.474011;-;45.010215;-;-;1.993026;3.200000;-
2023-09-07;Duration;AAA;48.108055;70.018258;95.914803;20.412744;25.789785;35.746367;1.601217;4.153175;9.563774
2023-09-07;Duration;AA+;55.860922;79.432367;99.001229;16.405298;15.016030;16.733918;1.631328;4.118199;8.909750
2023-09-07;Duration;AA;59.380168;81.774892;111.435089;20.568075;14.555846;18.323188;1.762191;4.153620;7.969613
2023-09-07;Duration;AA-;60.742131;111.690594;137.615577;22.275641;31.015937;13.496802;1.716005;4.261822;8.109589
2023-09-07;Duration;A+;84.580210;117.216938;144.702383;36.971560;25.974770;17.876197;1.589217;4.299594;8.734573
2023-09-07;Duration;A;78.755185;126.468614;147.133410;27.587589;18.185127;21.532032;1.667529;4.257808;8.091585
2023-09-07;Duration;A-;98.676158;144.330673;163.245822;31.889814;31.777511;21.963577;1.672690;4.389826;8.041546
2023-09-07;Duration;BBB+;190.293169;243.452558;296.619155;35.620508;22.789902;-;1.913291;3.824109;6.424657
2023-09-07;Duration;BBB;253.005657;238.014727;-;30.877924;-;-;1.923576;3.676712;-
2023-09-07;Duration;BBB-;327.857634;-;-;43.190232;-;-;2.093607;-;-
2023-09-06;Maturity;AAA;48.080963;69.089506;95.034434;20.083142;22.922757;33.434220;1.578745;3.920796;9.185205
2023-09-06;Maturity;AA+;55.416334;76.780879;98.433951;16.574965;13.989159;17.286391;1.564010;4.002739;8.912489
2023-09-06;Maturity;AA;60.675470;80.032000;103.962446;18.881198;16.550111;21.768657;1.718186;3.782420;7.401174
2023-09-06;Maturity;AA-;59.145672;101.889698;134.791670;22.928311;31.867222;12.908373;1.550362;3.928538;7.645447
2023-09-06;Maturity;A+;84.399860;112.301318;141.858669;35.748118;25.573393;19.209804;1.518730;4.019983;8.377095
2023-09-06;Maturity;A;76.696008;120.645458;141.488804;26.972675;18.993934;21.351631;1.540390;3.782515;7.493759
2023-09-06;Maturity;A-;96.981354;139.322742;157.965631;30.728545;31.033130;22.241334;1.606849;4.031190;7.446260
2023-09-06;Maturity;BBB+;187.889677;240.281737;293.629972;34.263399;21.735948;-;1.845792;3.713241;6.427397
2023-09-06;Maturity;BBB;253.697923;234.712735;-;31.113632;0.098022;-;1.858599;3.412329;-
2023-09-06;Maturity;BBB-;328.028320;321.556947;-;44.864601;-;-;1.995765;3.202739;-
2023-09-06;Duration;AAA;48.648261;71.032484;95.893092;20.257836;23.996447;36.292674;1.603957;4.155915;9.566514
2023-09-06;Duration;AA+;56.068878;79.016127;98.641063;16.341172;14.889605;16.861162;1.634067;4.120939;8.912489
2023-09-06;Duration;AA;60.960696;81.630838;111.129496;18.559897;14.762387;18.600285;1.764931;4.156360;7.972353
2023-09-06;Duration;AA-;61.027040;111.447279;137.290392;22.326979;31.164265;13.522444;1.718745;4.264562;8.112328
2023-09-06;Duration;A+;85.803509;117.297045;144.226563;36.390899;25.818037;18.023282;1.591956;4.275730;8.692828
2023-09-06;Duration;A;79.522446;126.073158;146.797201;27.399588;18.802976;21.765748;1.670268;4.260547;8.094324
2023-09-06;Duration;A-;99.099132;144.062333;163.455782;31.654158;31.835077;21.590723;1.675430;4.392566;8.044286
2023-09-06;Duration;BBB+;190.725602;243.154406;295.315604;35.344839;22.940076;-;1.916031;3.826849;6.427397
2023-09-06;Duration;BBB;253.406428;237.110671;-;30.685218;-;-;1.926315;3.679452;-
2023-09-06;Duration;BBB-;328.132206;-;-;43.091366;-;-;2.096347;-;-
2023-09-05;Maturity;AAA;48.538831;69.243383;95.071842;19.939178;23.043074;33.465722;1.581484;3.923536;9.187945
2023-09-05;Maturity;AA+;55.536572;77.017536;98.443031;16.491503;14.004959;17.237924;1.566749;4.005479;8.915229
2023-09-05;Maturity;AA;61.137787;80.273133;105.400181;19.223227;17.357674;20.093014;1.675146;3.724973;7.403913
2023-09-05;Maturity;AA-;59.497321;102.681355;134.833749;23.027639;31.452015;12.903272;1.553102;3.931278;7.648186
2023-09-05;Maturity;A+;85.239530;112.969435;142.687811;35.339564;25.202643;19.947854;1.521469;4.022723;8.379835
2023-09-05;Maturity;A;77.048686;121.030579;142.358591;26.741803;19.000883;20.718364;1.543129;3.785255;7.496499
2023-09-05;Maturity;A-;97.251074;139.514139;158.012924;30.783228;31.053774;22.232465;1.609589;4.033930;7.440794
2023-09-05;Maturity;BBB+;188.301542;240.506934;293.689847;34.013495;21.821017;-;1.848532;3.715981;6.430136
2023-09-05;Maturity;BBB;254.204020;235.015829;-;30.902393;0.222426;-;1.861339;3.415068;-
2023-09-05;Maturity;BBB-;328.289118;322.031415;-;44.736847;-;-;1.998505;3.205479;-
2023-09-05;Duration;AAA;48.650393;71.679671;96.208267;19.957118;22.926030;36.570441;1.581484;4.076255;9.569254
2023-09-05;Duration;AA+;56.228158;79.249672;99.008509;16.270905;15.022561;17.041498;1.636807;4.123679;8.915229
2023-09-05;Duration;AA;61.280949;84.906151;111.354794;18.615423;14.535471;18.744713;1.767671;4.159099;7.975093
2023-09-05;Duration;AA-;61.443245;112.193759;137.445768;22.460294;30.492229;13.476435;1.721485;4.267301;8.115068
2023-09-05;Duration;A+;86.659303;117.794550;145.383363;36.012382;25.358446;19.054392;1.594696;4.278469;8.695568
2023-09-05;Duration;A;79.932442;126.329200;147.910707;27.280119;18.887997;21.171235;1.673008;4.263287;8.097064
2023-09-05;Duration;A-;99.393753;144.130365;163.765474;31.748624;31.787579;21.677375;1.674319;4.395306;8.047025
2023-09-05;Duration;BBB+;191.226421;243.066330;295.547552;35.185127;23.332362;-;1.918770;3.829589;6.430136
2023-09-05;Duration;BBB;253.829586;236.140551;-;30.409007;-;-;1.929055;3.682191;-
2023-09-05;Duration;BBB-;328.493874;-;-;42.838101;-;-;2.099086;-;-
2023-09-04;Maturity;AAA;48.693463;70.532625;95.131997;19.910371;21.805475;33.454452;1.584224;3.926276;9.190684
2023-09-04;Maturity;AA+;55.590101;77.328531;99.247064;16.500659;14.334310;17.599531;1.569489;4.008219;8.917969
2023-09-04;Maturity;AA;61.209116;80.501624;105.426670;19.233419;17.406701;20.108822;1.677886;3.727713;7.406653
2023-09-04;Maturity;AA-;59.834508;104.955751;134.906190;23.320452;30.502517;12.883885;1.555842;3.934018;7.650926
2023-09-04;Maturity;A+;85.730500;113.309682;142.743768;35.188293;25.258759;19.934957;1.524209;4.025463;8.382575
2023-09-04;Maturity;A;78.108568;121.720059;142.424162;26.570607;18.698279;20.711783;1.545869;3.787995;7.499239
2023-09-04;Maturity;A-;97.125774;140.202382;158.102166;31.020659;30.733531;22.237508;1.612328;4.036670;7.443534
2023-09-04;Maturity;BBB+;188.681517;240.782190;293.821685;34.021589;22.026842;-;1.851271;3.718721;6.432876
2023-09-04;Maturity;BBB;254.417683;234.987628;-;30.859673;0.248070;-;1.864079;3.417808;-
2023-09-04;Maturity;BBB-;328.439045;322.090199;-;44.731911;-;-;2.001245;3.208219;-
2023-09-04;Duration;AAA;48.804192;72.983329;96.207456;19.919954;21.586379;36.736724;1.584224;4.078995;9.571993
2023-09-04;Duration;AA+;55.725249;78.411008;99.779111;16.432717;14.716141;17.456684;1.569489;4.008219;8.917969
2023-09-04;Duration;AA;61.332779;85.207195;111.253391;18.602939;14.417389;18.677373;1.770411;4.161839;7.977833
2023-09-04;Duration;AA-;61.875834;114.359357;137.643413;22.882933;28.863470;13.476876;1.724224;4.270041;8.117808
2023-09-04;Duration;A+;87.113461;118.224350;145.564454;35.830322;25.255198;18.997674;1.597436;4.281209;8.698307
2023-09-04;Duration;A;81.040448;126.808917;148.014370;27.166421;18.773168;21.207144;1.675748;4.266027;8.099804
2023-09-04;Duration;A-;99.256986;145.337578;163.076467;31.956507;31.492457;22.370617;1.677059;4.375905;8.001447
2023-09-04;Duration;BBB+;191.521945;243.840042;295.794236;35.088439;23.318643;-;1.921510;3.832328;6.432876
2023-09-04;Duration;BBB;253.909796;237.406932;-;30.342910;-;-;1.931795;3.684931;-
2023-09-04;Duration;BBB-;328.503862;-;-;42.788761;-;-;2.101826;-;-
2023-09-01;Maturity;AAA;48.605473;70.575900;95.237705;19.854829;21.750502;33.522625;1.568514;3.934495;9.198904
2023-09-01;Maturity;AA+;55.495207;77.477395;100.364787;16.146921;14.742793;18.603820;1.512924;4.016438;8.926188
2023-09-01;Maturity;AA;61.368506;80.553001;105.439891;19.208911;17.460153;20.120004;1.686105;3.735932;7.414872
2023-09-01;Maturity;AA-;59.931215;105.026558;134.996525;23.353726;30.542847;12.831487;1.564061;3.942237;7.659145
2023-09-01;Maturity;A+;85.175685;113.207571;142.740829;35.460841;25.140358;19.811345;1.518127;3.994413;8.346286
2023-09-01;Maturity;A;78.226901;122.436851;142.499413;26.619475;18.126477;20.710562;1.554088;3.796214;7.507458
2023-09-01;Maturity;A-;96.303645;140.278217;158.230341;31.583226;30.766246;22.259825;1.596173;4.044889;7.451753
2023-09-01;Maturity;BBB+;188.032895;240.397678;294.000207;33.708946;21.723902;-;1.817729;3.697972;6.441095
2023-09-01;Maturity;BBB;254.805136;235.008716;-;29.978093;0.144832;-;1.778226;3.426027;-
2023-09-01;Maturity;BBB-;328.556913;322.105564;-;44.719639;-;-;2.009464;3.216438;-
2023-09-01;Duration;AAA;48.714050;73.020026;96.447099;19.860833;21.504752;37.114588;1.568514;4.087214;9.580213
2023-09-01;Duration;AA+;55.632773;78.597122;101.026889;16.074832;15.050125;18.544699;1.512924;4.016438;8.926188
2023-09-01;Duration;AA;61.471978;85.286787;111.298879;18.554981;14.389397;18.650618;1.778630;4.170058;7.986052
2023-09-01;Duration;AA-;61.937299;114.368746;137.851575;22.870394;28.790728;13.429415;1.732444;4.278260;8.126027
2023-09-01;Duration;A+;86.949762;118.303101;145.821647;36.127426;25.207100;18.915593;1.605655;4.289428;8.706527
2023-09-01;Duration;A;80.880793;127.127467;148.228657;27.177850;18.150707;21.139914;1.669978;4.256321;8.108023
2023-09-01;Duration;A-;98.408792;145.407512;163.361875;32.469534;31.468052;22.451494;1.661031;4.384124;8.009666
2023-09-01;Duration;BBB+;190.923565;243.118431;296.260178;34.850817;22.965267;-;1.886819;3.812654;6.441095
2023-09-01;Duration;BBB;254.234958;238.380439;-;29.526163;-;-;1.847260;3.693150;-
2023-09-01;Duration;BBB-;328.463312;-;-;42.733390;-;-;2.110045;-;-
2023-08-31;Maturity;AAA;48.351716;70.581827;95.213227;19.640181;21.732736;33.503381;1.547988;3.937235;9.201643
2023-08-31;Maturity;AA+;55.560623;77.473801;100.419621;16.138834;14.763246;18.512247;1.515664;4.019178;8.928928
2023-08-31;Maturity;AA;61.425538;80.528123;105.366945;19.194018;17.465089;20.052286;1.688845;3.738672;7.417612
2023-08-31;Maturity;AA-;60.051068;105.497892;135.058284;23.401200;30.586283;12.768946;1.566801;3.944977;7.661885
2023-08-31;Maturity;A+;85.310920;113.217557;142.745165;35.435670;25.142552;19.780377;1.520867;3.997152;8.349026
2023-08-31;Maturity;A;78.284044;122.437375;142.515431;26.604516;18.139002;20.681428;1.556828;3.798953;7.510197
2023-08-31;Maturity;A-;96.368869;141.719635;158.296187;31.705307;29.329584;22.137847;1.598912;4.047629;7.454493
2023-08-31;Maturity;BBB+;187.621919;239.825378;294.177622;33.594463;21.497463;-;1.803335;3.673867;6.443835
2023-08-31;Maturity;BBB;254.957149;235.015946;-;29.915693;0.075175;-;1.780966;3.428767;-
2023-08-31;Maturity;BBB-;328.611315;322.080297;-;44.665792;-;-;2.012204;3.219178;-
2023-08-31;Duration;AAA;48.461357;73.010845;96.489640;19.641844;21.475825;37.035147;1.547988;4.089954;9.582952
2023-08-31;Duration;AA+;55.703324;78.581989;101.204572;16.064589;15.032980;18.522042;1.515664;4.019178;8.928928
2023-08-31;Duration;AA;61.516197;85.216015;111.337964;18.537313;14.379488;18.661810;1.781369;4.172798;7.988792
2023-08-31;Duration;AA-;61.743892;113.029310;137.974347;23.140171;29.314497;13.390579;1.694409;4.237785;8.128767
2023-08-31;Duration;A+;87.072847;118.271994;145.930779;36.090624;25.169204;18.901911;1.608395;4.292168;8.709266
2023-08-31;Duration;A;80.922861;127.087553;148.315585;27.149934;18.111690;21.115853;1.672717;4.259061;8.110763
2023-08-31;Duration;A-;98.466810;146.643946;163.498890;32.572862;30.009843;22.289082;1.663770;4.386864;8.012406
2023-08-31;Duration;BBB+;191.041016;243.164686;296.742848;34.781380;22.870870;-;1.889559;3.815394;6.443835
2023-08-31;Duration;BBB;254.364822;238.781795;-;29.467728;-;-;1.849999;3.695890;-
2023-08-31;Duration;BBB-;328.494414;-;-;42.692140;-;-;2.112785;-;-
2023-08-29;Maturity;AAA;48.441207;70.497429;95.229943;19.586124;21.739550;33.484592;1.553467;3.942714;9.207123
2023-08-29;Maturity;AA+;55.812875;77.368793;100.432693;15.829606;14.635894;18.559861;1.521143;4.024657;8.934407
2023-08-29;Maturity;AA;61.317178;80.485805;105.636400;19.615741;17.439048;19.964037;1.694324;3.744151;7.423092
2023-08-29;Maturity;AA-;60.147411;106.993422;131.921838;23.442586;29.589066;12.785913;1.572280;3.950456;7.667365
2023-08-29;Maturity;A+;86.307993;113.357689;143.337585;35.680270;24.927894;19.790938;1.526346;4.002632;8.354506
2023-08-29;Maturity;A;78.422851;122.291808;142.552761;26.611020;18.303042;20.717158;1.562308;3.804433;7.515677
2023-08-29;Maturity;A-;95.780627;141.814180;158.457392;32.412180;29.700737;22.073512;1.592428;4.053108;7.459972
2023-08-29;Maturity;BBB+;189.808151;240.288171;294.116162;32.443504;21.681414;-;1.817828;3.706191;6.449315
2023-08-29;Maturity;BBB;255.071870;234.997273;-;29.832354;0.087771;-;1.786445;3.434246;-
2023-08-29;Maturity;BBB-;329.529787;322.007479;-;44.921460;-;-;2.017683;3.224657;-
2023-08-29;Duration;AAA;48.551561;72.783018;96.469369;19.588948;21.538452;36.742714;1.553467;4.095433;9.588432
2023-08-29;Duration;AA+;55.972646;78.214923;101.424920;15.753803;14.876913;18.735732;1.521143;4.024657;8.934407
2023-08-29;Duration;AA;61.429034;85.159514;111.523068;18.958952;14.500128;18.767031;1.786849;4.178277;7.994271
2023-08-29;Duration;AA-;61.550522;112.695820;134.177753;23.447452;28.582646;13.438036;1.657534;4.202520;8.134246
2023-08-29;Duration;A+;88.051125;117.756718;146.577722;36.300690;25.079469;18.829934;1.613874;4.270916;8.670875
2023-08-29;Duration;A;81.089239;126.717624;148.538005;27.182484;18.278223;21.101983;1.678197;4.264540;8.116242
2023-08-29;Duration;A-;97.890427;145.645166;163.777318;33.392520;30.658577;22.220977;1.645672;4.372088;8.017885
2023-08-29;Duration;BBB+;192.769453;242.527517;296.608762;33.662975;22.889524;-;1.890295;3.820874;6.449315
2023-08-29;Duration;BBB;254.568238;237.399291;-;29.382409;-;-;1.855479;3.701369;-
2023-08-29;Duration;BBB-;329.498608;-;-;42.995904;-;-;2.118264;-;-
2023-08-28;Maturity;AAA;48.731256;70.496736;95.148826;19.423422;21.730284;33.568815;1.556207;3.945454;9.209863
2023-08-28;Maturity;AA+;55.826342;77.351422;100.544222;15.818838;14.623382;18.499210;1.523883;4.027397;8.937147
2023-08-28;Maturity;AA;61.345549;80.485725;105.617778;19.608496;17.451735;20.047470;1.697064;3.746891;7.425831
2023-08-28;Maturity;AA-;60.096059;107.322026;131.916071;23.422921;29.374117;12.668918;1.575020;3.953196;7.670104
2023-08-28;Maturity;A+;86.463326;113.347348;143.341111;35.634091;24.929485;19.819483;1.529086;4.005372;8.357245
2023-08-28;Maturity;A;78.512672;122.280897;142.576523;26.637956;18.298297;20.802483;1.565047;3.807173;7.518417
2023-08-28;Maturity;A-;95.809266;141.790928;158.435840;32.396937;29.697375;22.122841;1.595167;4.055848;7.462712
2023-08-28;Maturity;BBB+;189.830519;240.263940;294.318636;32.421187;21.670519;-;1.820568;3.708931;6.452054
2023-08-28;Maturity;BBB;255.113911;239.757078;-;29.822742;6.642414;-;1.789185;3.436986;-
2023-08-28;Maturity;BBB-;329.534850;321.996848;-;44.913287;-;-;2.020423;3.227397;-
2023-08-28;Duration;AAA;48.840559;72.703139;96.510845;19.427615;21.442984;36.785595;1.556207;4.098173;9.591171
2023-08-28;Duration;AA+;55.987553;78.221100;101.697391;15.743058;14.877759;18.753952;1.523883;4.027397;8.937147
2023-08-28;Duration;AA;61.454195;85.124387;111.619169;18.955958;14.504996;18.944713;1.789589;4.181017;7.997011
2023-08-28;Duration;AA-;61.584464;112.842861;134.343445;23.546679;28.346606;13.402598;1.660273;4.205260;8.136986
2023-08-28;Duration;A+;88.331106;116.944973;146.670434;36.400888;25.567008;18.834631;1.602004;4.253295;8.673615
2023-08-28;Duration;A;81.177756;126.584131;148.731689;27.209379;18.291283;21.111135;1.680937;4.267280;8.118982
2023-08-28;Duration;A-;97.925688;145.506347;163.662797;33.387953;30.842625;22.198546;1.648411;4.351436;7.974843
2023-08-28;Duration;BBB+;192.802578;242.537838;297.146071;33.652129;22.902289;-;1.893034;3.823613;6.452054
2023-08-28;Duration;BBB;254.596611;246.949455;-;29.376292;-;-;1.858219;3.704109;-
2023-08-28;Duration;BBB-;329.535947;-;-;43.004768;-;-;2.121004;-;-
2023-08-25;Maturity;AAA;47.631507;70.495591;92.401746;19.539877;20.533470;35.491235;1.518878;3.874429;9.218082
2023-08-25;Maturity;AA+;55.814921;77.321857;100.493205;15.833822;14.612590;18.540866;1.532102;4.035616;8.945366
2023-08-25;Maturity;AA;61.973202;80.503993;105.641014;19.497587;17.489134;20.027750;1.705283;3.755110;7.434050
2023-08-25;Maturity;AA-;60.041474;107.295748;131.903465;23.401005;29.363609;12.725879;1.583239;3.961415;7.678323
2023-08-25;Maturity;A+;85.827506;112.828233;143.072951;36.159289;25.069063;19.794805;1.508924;3.974321;8.321864
2023-08-25;Maturity;A;78.399783;122.032247;142.444790;26.686275;18.383897;20.628996;1.573266;3.793302;7.487286
2023-08-25;Maturity;A-;95.461352;141.387355;158.428940;32.554386;29.539549;22.101831;1.592280;4.044042;7.470931
2023-08-25;Maturity;BBB+;189.305869;239.769693;294.222455;33.234481;20.878857;-;1.766832;3.664231;6.460273
2023-08-25;Maturity;BBB;255.052218;239.737471;-;29.848075;6.690975;-;1.797404;3.445205;-
2023-08-25;Maturity;BBB-;329.489467;321.938154;-;44.945297;-;-;2.028642;3.235616;-
2023-08-25;Duration;AAA;48.055697;71.271011;93.253323;19.545573;21.422727;36.511371;1.541707;3.953673;9.218082
2023-08-25;Duration;AA+;55.977282;78.149191;101.701067;15.760516;14.861451;18.769225;1.532102;4.035616;8.945366
2023-08-25;Duration;AA;62.038598;85.161809;111.683242;18.841346;14.553707;18.982358;1.797808;4.189236;8.005230
2023-08-25;Duration;AA-;61.532611;112.809167;134.325830;23.523998;28.380762;13.425747;1.668493;4.213479;8.145205
2023-08-25;Duration;A+;87.770993;116.914793;146.691145;36.745851;25.556285;18.774069;1.596204;4.261514;8.681834
2023-08-25;Duration;A;81.064730;126.606219;148.697150;27.247232;18.279486;21.171030;1.689156;4.275499;8.127201
2023-08-25;Duration;A-;97.788211;145.480015;163.721265;33.483793;30.875799;22.189244;1.656630;4.359656;7.983062
2023-08-25;Duration;BBB+;193.510262;242.475523;296.838046;34.641165;22.877103;-;1.876065;3.831833;6.460273
2023-08-25;Duration;BBB;254.543677;246.889652;-;29.423967;-;-;1.866438;3.712328;-
2023-08-25;Duration;BBB-;329.505699;-;-;43.072975;-;-;2.129223;-;-
2023-08-24;Maturity;AAA;47.015679;71.320375;92.416141;19.897105;22.866748;35.447779;1.511285;3.951506;9.220821
2023-08-24;Maturity;AA+;55.809594;77.220092;100.473460;15.923071;14.570843;18.521946;1.534842;4.038356;8.948106
2023-08-24;Maturity;AA;62.324197;81.448017;106.143294;20.851512;18.056585;19.551056;1.708023;3.757850;7.436790
2023-08-24;Maturity;AA-;60.086954;107.224983;131.918998;23.406950;29.333443;12.727462;1.585979;3.964155;7.681063
2023-08-24;Maturity;A+;86.077793;114.120186;143.066611;36.253642;24.216562;19.763858;1.511663;3.977061;8.324604
2023-08-24;Maturity;A;78.457825;121.992707;143.888619;26.642052;18.363605;21.325866;1.576006;3.796042;7.490025
2023-08-24;Maturity;A-;95.830697;142.002438;158.440210;33.066561;29.312112;22.083297;1.595020;4.046782;7.473671
2023-08-24;Maturity;BBB+;189.371724;239.731510;294.249623;33.172883;20.829431;-;1.769572;3.666971;6.463013
2023-08-24;Maturity;BBB;255.121514;239.722354;-;29.841672;6.760192;-;1.800144;3.447945;-
2023-08-24;Maturity;BBB-;329.496002;321.910330;-;44.940876;-;-;2.031382;3.238356;-
2023-08-24;Duration;AAA;47.139077;71.724703;93.279102;19.910641;22.837164;36.431566;1.511285;3.951506;9.220821
2023-08-24;Duration;AA+;55.966698;77.988591;101.658187;15.847476;14.764733;18.730803;1.534842;4.038356;8.948106
2023-08-24;Duration;AA;62.360013;86.587444;111.735928;20.151771;15.179181;18.923777;1.800548;4.191976;8.007970
2023-08-24;Duration;AA-;61.569907;112.733063;134.316914;23.525894;28.372246;13.448487;1.671232;4.216219;8.147945
2023-08-24;Duration;A+;88.069114;118.020394;146.708111;36.836777;24.742557;18.755568;1.598944;4.264254;8.684574
2023-08-24;Duration;A;81.118408;127.110404;149.993903;27.205541;18.474764;22.221814;1.691896;4.278239;8.129941
2023-08-24;Duration;A-;97.829234;145.888755;163.710092;33.887631;30.393316;22.158596;1.647380;4.343205;7.985802
2023-08-24;Duration;BBB+;193.560643;242.408812;296.801081;34.580304;22.690655;-;1.878805;3.834572;6.463013
2023-08-24;Duration;BBB;254.558592;247.081827;-;29.401552;-;-;1.869178;3.715068;-
2023-08-24;Duration;BBB-;329.499707;-;-;43.020700;-;-;2.131963;-;-
2023-08-23;Maturity;AAA;47.419818;71.304913;92.401473;19.487246;22.867043;35.354291;1.514024;3.954246;9.223561
2023-08-23;Maturity;AA+;56.233347;77.200197;100.541242;15.511132;14.557293;18.530787;1.537581;4.041095;8.950846
