Name;Abb;License;Year;Phnom Penh Office;Provincial Office;Total Office;Staff;Total Assets;Total Equity;GLP;NLP;Debt;Total Deposits;Total Paid-up Capital;Foreign Share;Cash and Balance with NBC and Other Banks;Loans and Advances to Customers;Prepayment and short term Receiable;Long Term Investment;Property and Equipment;Other Assets;Total Assets;Compulsory Saving;Voluntary Saving;Interest Payable;Accountpayable and Others Liabilities;Accrued Expenses and Provision;Loans Payable;Deferred Revenue;Suspense Clearing and interbranch Account;Other Liabilities;Subordinated Debt;Total Liabilities;Paid up Capital;Premium on Share Capital;Reserves and Appropriations;Retained and Current Profit/Loss;Total Equity;Interest income;Interest Expenses;Net Interest Income;Non-interest income;Operation income;Operating Expense;Net Provision;Profit from operation;Grant Income;Profit before Taxes;Tax on profit;Net Profit &Loss for 12 months;Total Credit (Exc. Loans to Other banks and Fis);Agriculture, Forestry and Fishing;Mining and Quarrying;Manufacturing;Utilities;Construction;Wholesale Trade;Retail Trade;Accommodation and Food Service Activities;Transport and Storage;Information and Communications;Rental and Operational Leasing Activities;Real Estate Activities (include mortgage from 2024);Other Non-Financial Services ( including Education + Arts, Entertainment and creation);Personal Essentials (Exclude mortgage from 2024);Other Lending;Asset growth;Equity growth;GLP growth;Deposit growth;Debt (borrowings & sub-debt) growth;Int.income growth;Net int. income growth;Non-int. income growth;Ope growth;PBT growth;Net income growth;ROA;ROE;ROAA;ROAE;NIM;Portfolio Yield;CIR;NPL ratio;Net loan/GLP;Provision exp ratio;Loans per staff;Loans per branch;Loan to Agriculture;Loan to Construction;Loan to Trade and Commerce;Loan to Service;Loan to Transportation;Loan to Household;Loans to manufacturing;Loans to others;Ope ratio;Ope per staff;Loan-deposit Ratio;Cash & Deposits with NBC & Other Banks/TA;D/E;A/E;CAR;Deposits/TL;Borrowings and Sub-debt/TL;Payable/TL;Other liab/TL;Avg. Funding Cost;Yield on Earnings Assets;Operating exp. Ratio;Funding exp. Ratio;Provision exp. Ratio;Yield margin;;;;
Intean Poalroath Rongroeurng Ltd.;IPR;MFI;2020;;;10;76;33,036;30,569;26,300;461;1,222;0;12,494;0.0000;6,119;25,919;842;0;157;0;33,036;0;0;0;408;617;1,222;0;221;0;0;2,468;12,494;0;0;18,075;30,569;4,487;114;4,372;1,144;5,517;3,652;-1,242;3,106;0;3,106;695;2,411;26,300;12,960;;0;;15;;5,547;103;0;;;;;7,575;100;0.03607;0.01245;0.10746;;-0.00731;0.08723;0.08723;-0.29773;-0.00896;1.13032;0.88950;0.07298;0.07887;0.07427;0.07936;0.11767;0.22502;0.66195;0.01753;0.98551;-0.04963;346.05;2,630.00;0.49278;0.00057;0.21091;0.00392;0.00000;0.28802;0.00000;0.00380;0.09829;48.05;;0.18522;0.08074;1.08070;1.01977;0.00000;0.49514;0.16532;0.33955;0.09295;0.15155;0.09829;0.00307;-0.03343;0.08362;;;100;
Intean Poalroath Rongroeurng Ltd.;IPR;MFI;2021;;;10;70;33,424;31,232;28,037;575;1,230;0;12,583;0.0000;5,266;27,450;561;0;147;0;33,424;0;0;0;396;327;1,230;0;238;0;0;2,191;12,583;0;0;18,649;31,232;4,694;114;4,580;553;5,133;3,809;266;1,058;0;1,058;327;731;28,037;11,470;;0;;0;;6,601;0;0;;;;;9,967;0;0.01174;0.02169;0.06605;;0.00655;0.04613;0.04613;-0.51661;0.04299;-0.65937;-0.69681;0.02187;0.02341;0.02200;0.02366;0.11677;0.19313;0.74206;0.02051;0.97906;0.00979;400.53;2,803.70;0.40910;0.00000;0.23544;0.00000;0.00000;0.35549;0.00000;-0.00004;0.09711;54.41;;0.15755;0.07015;1.07018;1.01432;0.00000;0.56139;0.18074;0.25787;0.09299;0.13377;0.09711;0.00291;0.00678;0.02697;;;-1;
Intean Poalroath Rongroeurng Ltd.;IPR;MFI;2022;;;10;72;31,536;30,617;29,294;915;0;0;12,716;0.0000;2,371;28,484;544;0;136;0;31,536;0;0;0;403;318;0;0;198;0;0;919;12,716;0;0;17,901;30,617;5,222;73;5,150;666;5,816;3,473;375;1,968;0;1,968;333;1,634;29,294;10,850;;0;;0;;7,456;0;0;;;;;10,988;-;-0.05649;-0.01969;0.04483;;-1.00000;0.11248;0.11248;0.20434;-0.08821;0.86011;1.23529;0.05181;0.05337;0.05031;0.05284;0.12680;0.20540;0.59715;0.03124;0.97235;0.01308;406.86;2,929.40;0.37038;0.00000;0.25452;0.00000;0.00000;0.37509;0.00000;0.00000;0.08551;48.24;;0.07518;0.03002;1.03002;1.00878;0.00000;0.00000;0.43852;0.56148;0.11870;0.14497;0.08551;0.00180;0.00923;0.04843;;;0;
Intean Poalroath Rongroeurng Ltd.;IPR;MFI;2023;;;10;73;31,768;30,984;27,128;1,123;0;0;12,617;0.0000;4,739;26,229;632;0;168;0;31,768;0;0;0;385;231;0;0;168;0;0;784;12,617;0;-300;18,667;30,984;4,811;0;4,811;890;5,701;3,529;743;1,429;0;1,429;286;1,143;27,128;11,276;;0;;0;;8,209;0;0;;;;;7,643;0;0.00736;0.01199;-0.07394;;;-0.07871;-0.07871;0.33634;0.01612;-0.27388;-0.30049;0.03598;0.03689;0.03611;0.03711;0.12021;0.20208;0.61901;0.04140;0.96686;0.02634;371.62;2,712.80;0.41566;0.00000;0.30260;0.00000;0.00000;0.28174;0.00000;0.00000;0.08817;48.34;;0.14918;0.02530;1.02530;1.05393;0.00000;0.00000;0.49107;0.50893;;0.14244;0.08817;0.00000;0.01856;0.03570;;;0;
Intean Poalroath Rongroeurng Ltd.;IPR;MFI;2024;1;9;10;74;32,396;30,959;25,515;2,403;1,006;0;12,432;0.0000;4,722;25,075;2,271;0;328;0;32,396;0;0;0;236;32;0;0;162;0;1,006;1,436;12,432;0;0;18,527;30,959;4,564;0;4,564;122;4,686;3,520;-359;1,525;0;1,525;196;1,330;25,515;8,139;0;0;0;0;0;3,424;0;0;0;0;0;0;9,002;4,950;0.01977;-0.00081;-0.05946;;;-0.05134;-0.05134;-0.86292;-0.00255;0.06718;0.16360;0.04105;0.04296;0.04146;0.04294;0.11955;0.17803;0.75117;0.09418;0.98276;-0.01364;344.80;2,551.50;0.31899;0.00000;0.13420;0.00000;0.00000;0.35281;0.00000;0.19400;0.09220;47.57;;0.14576;0.04638;1.04642;1.03076;0.00000;0.70056;0.16435;0.13510;0.00000;0.12275;0.09220;0.00000;-0.00940;0.03995;;;4950;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2020;;;;168;125,396;;117,157;14,246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-266;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.00212;;-0.00212;;;;;0.12160;;0.00000;697.36;;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;;;;;0.00000;;;;;;;;;;;;;;;;;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2021;;;;197;130,111;;122,645;21,832;;;69,258;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4,768;122,645;0;;;;0;;0;0;122,645;;;;;0;0;0.03760;;0.04684;;;;;;;;;-0.03665;;-0.03732;;;;;0.17801;;0.00000;622.56;;0.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;;;;0.00000;;;;;;;;;;;;;;;;0;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2022;;;3;275;197,795;63,402;175,939;11,460;127,561;0;69,989;1.0000;11,022;175,306;3,080;0;8,297;91;197,795;0;0;0;2,671;2,435;127,561;0;1,725;0;0;134,392;69,989;0;0;-6,587;63,402;41,909;2,718;39,191;348;39,539;25,741;6,392;7,406;0;7,406;1,351;6,055;175,939;404;;48,799;;7,150;;40,497;23,397;9,719;;;;;16,846;29,128;0.52020;;0.43454;;;;;;;;;0.03061;0.09550;0.03693;0.09550;0.24918;0.28305;0.65103;0.06514;0.99640;0.04282;639.78;58,646.33;0.00230;0.04064;0.23018;0.13298;0.05524;0.09575;0.27736;0.16555;0.16367;93.60;;0.05572;2.11968;3.11970;0.32973;0.00000;0.94917;0.01987;0.03095;0.02131;0.26868;0.16367;0.01728;0.04064;0.04709;;;29127;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2023;;;5;385;345,809;66,911;309,135;19,524;267,187;0;69,445;1.0000;24,203;310,365;3,053;0;7,963;226;345,809;0;0;0;3,160;3,270;267,187;0;5,281;0;0;278,898;69,445;0;1,659;-4,193;66,911;58,290;12,202;46,088;206;46,294;28,433;11,816;6,044;0;6,044;2,086;3,958;309,135;621;;90,330;;11,511;;65,761;55,300;23,627;;;;;17,258;44,728;0.74832;0.05535;0.75706;;1.09458;0.39087;0.39087;-0.40805;0.10458;-0.18390;-0.34633;0.01145;0.05915;0.01456;0.06075;0.14746;0.24118;0.61418;0.06316;1.00398;0.04872;802.95;61,827.00;0.00201;0.03724;0.21273;0.17889;0.07643;0.05583;0.29220;0.14468;0.09097;73.85;;0.06999;4.16819;5.16819;0.20051;0.00000;0.95801;0.01133;0.03066;0.06182;0.18716;0.09097;0.03904;0.03780;0.01934;;;44727;
JACCS Microfinance (Cambodia) Plc.;JACCS;MFI;2024;2;4;6;413;402,744;-3,247;370,337;24,313;285,567;0;108,675;1.0000;17,533;370,926;7,348;0;6,288;650;402,744;0;0;0;2,245;2,128;285,564;0;4,073;0;3;294,013;109;0;0;-3,356;-3,247;80,442;18,436;62,006;419;62,425;28,418;30,356;3,651;0;3,651;1,228;2,423;370,337;9;0;0;0;0;0;10,550;0;0;0;0;16;233;359,529;0;0.16464;-1.04853;0.19798;;0.06879;0.38003;0.38003;1.03398;-0.00053;-0.39593;-0.38782;0.00602;-0.74615;0.00647;0.07612;0.14430;0.23801;0.45523;0.06565;1.00159;0.08935;896.70;61,722.83;0.00002;0.00000;0.02849;0.00000;0.00000;0.97119;0.00000;0.00030;0.06613;68.81;;0.04353;-90.54019;-124.02331;-0.00824;0.00000;0.97127;0.00764;0.02109;0.06671;0.18818;0.06613;0.04290;0.07064;0.00850;;;0;
JC Finance Plc.;JC Finance;MFI;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JC Finance Plc.;JC Finance;MFI;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JC Finance Plc.;JC Finance;MFI;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JC Finance Plc.;JC Finance;MFI;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JC Finance Plc.;JC Finance;MFI;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JC Finance Plc.;JC Finance;MFI;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JC Finance Plc.;JC Finance;MFI;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JC Finance Plc.;JC Finance;MFI;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JC Finance Plc.;JC Finance;MFI;2018;;;1;40;28,248;5,712;23,825;46;22,303;0;7,232;0.9000;4,103;23,760;157;0;209;19;28,248;0;0;0;101;21;22,303;106;4;0;0;22,535;8,036;0;0;-2,324;5,712;1,943;378;1,565;543;2,109;3,390;248;-1,529;0;-1,529;25;-1,554;23,825;23,712;;0;;0;;0;0;0;;;;;0;113;;;;;;;;;;;;-0.05501;-0.27206;-0.05501;-0.27206;;0.10434;1.60740;0.00193;0.99727;0.01041;595.63;23,825.00;0.99526;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00474;;84.75;;0.14525;3.94520;4.94538;0.21804;0.00000;0.98970;0.00448;0.00581;0.01695;;;;;;;;113;
JC Finance Plc.;JC Finance;MFI;2019;;;1;36;34,979;5,904;30,757;577;28,684;0;8,150;1.0000;3,934;30,542;235;0;214;54;34,979;0;0;0;79;103;28,684;174;35;0;0;29,075;8,150;0;0;-2,246;5,904;4,508;1,438;3,070;1,055;4,125;3,691;230;205;0;205;56;149;30,757;30,589;;0;;0;;0;0;0;;;;;0;168;0.23828;0.03361;0.29095;;0.28611;1.32012;1.32012;0.94291;0.08879;;;0.00426;0.02524;0.00471;0.02565;0.08811;0.20384;0.89479;0.01876;0.99301;0.00843;854.36;30,757.00;0.99454;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00546;0.10593;102.53;;0.11247;4.92463;5.92463;0.17884;0.00000;0.98655;0.00272;0.01073;0.05641;0.15966;0.10593;0.04127;0.00660;0.00585;;;168;
JC Finance Plc.;JC Finance;MFI;2020;;;1;39;36,441;6,213;31,521;1,753;29,840;0;8,090;1.0000;4,716;31,254;307;0;146;17;36,441;0;0;0;117;65;29,840;175;30;0;0;30,227;8,090;0;261;-2,138;6,213;4,745;1,338;3,407;841;4,248;3,419;411;419;0;419;56;363;31,521;31,403;;0;;0;;0;0;0;;;;;0;118;0.04180;0.05234;0.02484;;0.04030;0.05257;0.05257;-0.20284;-0.07369;1.04390;1.43624;0.00996;0.05843;0.01017;0.05992;0.08732;0.17939;0.80485;0.05561;0.99153;0.01320;808.23;31,521.00;0.99626;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00374;0.08762;87.67;;0.12941;4.86512;5.86528;0.18229;0.00000;0.98720;0.00387;0.00893;0.04572;0.14316;0.08762;0.03429;0.01053;0.01071;;;118;
JC Finance Plc.;JC Finance;MFI;2021;;;1;40;43,782;5,976;36,149;2,593;37,479;0;8,148;1.0000;7,951;35,476;185;0;137;32;43,782;0;0;0;35;53;37,479;151;88;0;0;37,806;8,148;0;0;-2,172;5,976;4,947;1,349;3,598;864;4,462;4,057;630;-225;0;-225;58;-283;36,149;36,022;;0;;0;;0;0;0;;;;;0;127;0.20145;-0.03815;0.14682;;0.25600;0.04257;0.04257;0.02735;0.18660;-1.53699;-1.77961;-0.00646;-0.04736;-0.00706;-0.04644;0.08673;0.17175;0.90923;0.07173;0.98138;0.01862;903.73;36,149.00;0.99649;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00351;0.09779;101.43;;0.18160;6.32631;7.32631;0.15013;0.00000;0.99135;0.00093;0.00772;0.04008;0.14007;0.09779;0.03252;0.01519;-0.00542;;;127;
JC Finance Plc.;JC Finance;MFI;2022;;;1;45;44,707;16,872;32,256;5,628;22,007;0;20,585;1.0000;12,583;31,406;176;0;515;27;44,707;0;0;0;5,387;54;22,007;238;150;0;0;27,836;20,585;0;0;-3,713;16,872;4,900;1,460;3,439;535;3,974;4,488;934;-1,447;0;-1,447;54;-1,501;32,256;32,186;;0;;0;;0;0;0;;;;;0;70;0.02113;1.82329;-0.10769;;-0.41282;-0.00950;-0.00950;-0.38079;0.10624;;;-0.03357;-0.08896;-0.03393;-0.13139;0.07193;0.15891;1.12934;0.17448;0.97365;0.02731;716.80;32,256.00;0.99783;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00217;0.09387;99.73;;0.28145;1.64983;2.64977;0.43920;0.00000;0.79059;0.19353;0.01588;0.04909;0.11368;0.09387;0.03054;0.01954;-0.03027;;;70;
JC Finance Plc.;JC Finance;MFI;2023;;;1;39;31,209;18,029;22,960;7,848;12,815;0;25,531;1.0000;9,725;20,841;241;0;392;11;31,209;0;0;0;11;278;12,815;0;76;0;0;13,180;25,531;0;0;-7,502;18,029;3,490;1,109;2,381;123;2,503;4,400;1,863;-3,760;0;-3,760;0;-3,760;22,960;22,909;;0;;0;;0;0;0;;;;;0;51;-0.30192;0.06858;-0.28819;;-0.41769;-0.28776;-0.28776;-0.77009;-0.01961;;;-0.12048;-0.20855;-0.09906;-0.21547;0.04841;0.13087;1.75789;0.34181;0.90771;0.06748;588.72;22,960.00;0.99778;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00222;0.08946;112.82;;0.31161;0.73104;1.73104;0.68430;0.00000;0.97231;0.00083;0.02686;0.06370;0.07346;0.08946;0.02255;0.03788;-0.07643;;;51;
JC Finance Plc.;JC Finance;MFI;2024;2;0;2;28;14,663;13,656;12,761;8,163;810;0;25,156;1.0000;4,448;9,668;219;0;321;7;14,663;0;0;0;8;81;810;0;108;0;0;1,007;25,156;0;0;-11,500;13,656;2,139;706;1,434;61;1,495;2,783;1,013;-2,300;0;-2,300;0;-2,300;12,761;10,824;0;960;0;0;366;0;0;0;0;465;0;0;136;10;-0.53017;-0.24255;-0.44421;;-0.93679;-0.38711;-0.38711;-0.50407;-0.36750;;;-0.15686;-0.16842;-0.10028;-0.14518;0.03532;0.12318;1.86154;0.63968;0.75762;0.05672;455.75;6,380.50;0.84821;0.00000;0.00000;0.00000;0.00000;0.01066;0.07523;0.06590;0.06855;99.39;;0.30335;0.07374;1.07374;1.09784;0.00000;0.80437;0.00794;0.18769;0.10363;0.05419;0.06855;0.01739;0.02495;-0.05670;;;10;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2016;;;;6;643;544;329;0;0;2;1,009;0.0000;127;331;39;0;84;62;643;2;0;0;30;2;0;0;62;3;0;99;1,009;0;0;-466;544;53;0;53;1;54;316;-3;-260;0;-260;0;-260;329;14;;0;;0;;66;34;0;;;;;215;0;;;;;;;;;;;;-0.40435;-0.47794;-0.40435;-0.47794;;0.16413;5.85185;0.00000;1.00608;-0.00912;54.83;;0.04255;0.00000;0.20061;0.10334;0.00000;0.65350;0.00000;0.00000;;52.67;;0.19751;0.18199;1.18199;0.93874;0.02020;0.00000;0.30303;0.67677;;;;;;;;;0;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2017;;;1;5;591;282;249;0;183;0;1,009;0.0000;124;251;39;0;57;121;591;0;0;0;0;5;183;0;121;0;0;309;1,009;0;0;-727;282;22;0;22;0;22;284;-1;-261;0;-261;0;-261;249;0;;0;;0;;53;24;0;;;;;172;0;-0.08087;-0.48162;-0.24316;-1.00000;;-0.58491;-0.58491;-1.00000;-0.10127;;;-0.44162;-0.92553;-0.42301;-0.63196;0.01692;0.07612;12.90909;0.00000;1.00803;-0.00346;49.80;249.00;0.00000;0.00000;0.21285;0.09639;0.00000;0.69076;0.00000;0.00000;0.21846;56.80;;0.20981;1.09574;2.09574;0.53308;0.00000;0.59223;0.00000;0.40777;0.00000;0.01692;0.21846;0.00000;-0.00077;-0.20077;;;0;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2018;;;1;5;5,438;-11;68;0;5,246;0;0;0.0000;5,090;69;38;0;40;200;5,438;0;0;0;0;3;5,246;0;200;0;0;5,449;1,005;0;0;-1,016;-11;10;0;10;0;11;304;-2;-292;0;-292;0;-292;68;0;;0;;0;;0;13;0;;;;;54;0;8.20135;-1.03901;-0.72691;;27.66667;-0.54545;-0.54545;;0.07042;;;-0.05370;26.54545;-0.09687;-2.15498;0.01505;0.06309;27.63636;0.00000;1.01471;-0.01262;13.60;68.00;0.00000;0.00000;0.00000;0.19118;0.00000;0.79412;0.00000;0.01471;0.45749;60.80;;0.93601;-495.36364;-494.36364;-0.00380;0.00000;0.96275;0.00000;0.03725;0.00000;0.01505;0.45749;0.00000;-0.00301;-0.43943;;;1;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2019;;;1;6;5,111;4,819;2,390;0;100;0;6,113;0.0000;357;2,375;2,162;0;25;192;5,111;0;0;0;0;0;100;0;192;0;0;292;6,113;0;0;-1,294;4,819;43;0;43;-4;39;281;23;-265;0;-265;0;-265;2,390;0;;0;;0;;0;0;0;;;;;0;2,390;-0.06013;;34.14706;;-0.98094;3.30000;3.30000;;-0.07566;;;-0.05185;-0.05499;-0.05024;-0.11023;0.01005;0.03173;7.20513;0.00000;0.99372;0.01871;398.33;2,390.00;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;;0.06568;46.83;;0.06985;0.06059;1.06059;0.97699;0.00000;0.34247;0.00000;0.65753;0.00000;0.00912;0.06568;0.00000;0.00538;-0.06194;;;2390;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2020;;;1;7;4,830;4,572;2,106;574;55;0;6,068;0.0000;379;1,998;2,252;0;20;181;4,830;0;0;0;0;1;55;21;181;0;0;258;6,068;0;0;-1,496;4,572;158;0;158;1;159;256;113;-210;0;-210;1;-210;2,106;0;;0;;0;;0;0;0;;;;;0;2,106;-0.05498;-0.05126;-0.11883;;-0.45000;2.67442;2.67442;;-0.08897;;;-0.04348;-0.04593;-0.04225;-0.04472;0.01909;0.07073;1.61006;0.27255;0.94872;0.05027;300.86;2,106.00;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;;0.03093;36.57;;0.07847;0.05643;1.05643;0.98524;0.00000;0.21318;0.00000;0.78682;0.00000;0.01921;0.03093;0.00000;0.01365;-0.02537;;;2106;
Jet's Cash Box Finance Plc.;JET Cash;MFI;2021;;;1;7;4,491;4,207;1,838;873;55;0;6,111;0.0000;365;1,567;2,349;0;27;182;4,491;0;0;0;1;1;55;45;182;0;0;284;6,111;0;0;-1,904;4,207;133;0;133;-1;131;345;184;-397;0;-397;1;-399;1,838;0;;0;;0;;0;0;0;;;;;0;1,838;-0.07019;-0.07983;-0.12726;;0.00000;-0.15823;-0.15823;-2.00000;0.34766;;;-0.08884;-0.09484;-0.08561;-0.09090;0.01690;0.06694;2.63359;0.47497;0.85256;0.09331;262.57;1,838.00;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;;0.04383;49.29;;0.08127;0.06751;1.06751;0.97644;0.00000;0.19366;0.00352;0.80282;0.00000;0.01677;0.04383;0.00000;0.02337;-0.05043;;;1838;
